Year,Region,Region Code,Livestock type,Value,Value Unit,Value Label,Null Reason
2000,Canterbury,Canterbury Region,Deer,0,number,Kilograms of nitrogen leached,
2001,Canterbury,Canterbury Region,Deer,0,number,Kilograms of nitrogen leached,
2002,Canterbury,Canterbury Region,Deer,706261.4285,number,Kilograms of nitrogen leached,
2003,Canterbury,Canterbury Region,Deer,754171.3638,number,Kilograms of nitrogen leached,
2004,Canterbury,Canterbury Region,Deer,777911.835,number,Kilograms of nitrogen leached,
2005,Canterbury,Canterbury Region,Deer,828136.6164,number,Kilograms of nitrogen leached,
2006,Canterbury,Canterbury Region,Deer,798021.3096,number,Kilograms of nitrogen leached,
2007,Canterbury,Canterbury Region,Deer,677522.3312,number,Kilograms of nitrogen leached,
2008,Canterbury,Canterbury Region,Deer,584943.9315,number,Kilograms of nitrogen leached,
2009,Canterbury,Canterbury Region,Deer,554699.9269,number,Kilograms of nitrogen leached,
2010,Canterbury,Canterbury Region,Deer,548951.421,number,Kilograms of nitrogen leached,
2011,Canterbury,Canterbury Region,Deer,525018.761,number,Kilograms of nitrogen leached,
2012,Canterbury,Canterbury Region,Deer,500691.4274,number,Kilograms of nitrogen leached,
2013,Canterbury,Canterbury Region,Deer,493518.6649,number,Kilograms of nitrogen leached,
2014,Canterbury,Canterbury Region,Deer,434542.4269,number,Kilograms of nitrogen leached,
2015,Canterbury,Canterbury Region,Deer,417188.8031,number,Kilograms of nitrogen leached,
2016,Canterbury,Canterbury Region,Deer,399730.505,number,Kilograms of nitrogen leached,
2017,Canterbury,Canterbury Region,Deer,409487.5212,number,Kilograms of nitrogen leached,
1990,Canterbury,Canterbury Region,Sheep,10220543.44,number,Kilograms of nitrogen leached,
1991,Canterbury,Canterbury Region,Sheep,9873721.496,number,Kilograms of nitrogen leached,
1992,Canterbury,Canterbury Region,Sheep,9333024.549,number,Kilograms of nitrogen leached,
1993,Canterbury,Canterbury Region,Sheep,9470522.337,number,Kilograms of nitrogen leached,
1994,Canterbury,Canterbury Region,Sheep,9559478.803,number,Kilograms of nitrogen leached,
1995,Canterbury,Canterbury Region,Sheep,9377824.455,number,Kilograms of nitrogen leached,
1996,Canterbury,Canterbury Region,Sheep,9190025.946,number,Kilograms of nitrogen leached,
1997,Canterbury,Canterbury Region,Sheep,0,number,Kilograms of nitrogen leached,
1998,Canterbury,Canterbury Region,Sheep,0,number,Kilograms of nitrogen leached,
1999,Canterbury,Canterbury Region,Sheep,9039854.415,number,Kilograms of nitrogen leached,
2000,Canterbury,Canterbury Region,Sheep,0,number,Kilograms of nitrogen leached,
2001,Canterbury,Canterbury Region,Sheep,0,number,Kilograms of nitrogen leached,
2002,Canterbury,Canterbury Region,Sheep,7608693.495,number,Kilograms of nitrogen leached,
2003,Canterbury,Canterbury Region,Sheep,7816205.297,number,Kilograms of nitrogen leached,
2004,Canterbury,Canterbury Region,Sheep,7355073.517,number,Kilograms of nitrogen leached,
2005,Canterbury,Canterbury Region,Sheep,7455638.671,number,Kilograms of nitrogen leached,
2006,Canterbury,Canterbury Region,Sheep,7319127.479,number,Kilograms of nitrogen leached,
2007,Canterbury,Canterbury Region,Sheep,7028588.596,number,Kilograms of nitrogen leached,
2008,Canterbury,Canterbury Region,Sheep,5946351.289,number,Kilograms of nitrogen leached,
2009,Canterbury,Canterbury Region,Sheep,5398543.198,number,Kilograms of nitrogen leached,
2010,Canterbury,Canterbury Region,Sheep,5543083.48,number,Kilograms of nitrogen leached,
2011,Canterbury,Canterbury Region,Sheep,5461796.182,number,Kilograms of nitrogen leached,
2012,Canterbury,Canterbury Region,Sheep,5244857.776,number,Kilograms of nitrogen leached,
2013,Canterbury,Canterbury Region,Sheep,5121370.439,number,Kilograms of nitrogen leached,
2014,Canterbury,Canterbury Region,Sheep,4871103.516,number,Kilograms of nitrogen leached,
2015,Canterbury,Canterbury Region,Sheep,4414319.232,number,Kilograms of nitrogen leached,
2016,Canterbury,Canterbury Region,Sheep,4496501.92,number,Kilograms of nitrogen leached,
2017,Canterbury,Canterbury Region,Sheep,4387623.27,number,Kilograms of nitrogen leached,
1990,Gisborne,Gisborne Region,Beef cattle,3585499.924,number,Kilograms of nitrogen leached,
1991,Gisborne,Gisborne Region,Beef cattle,3666442.528,number,Kilograms of nitrogen leached,
1992,Gisborne,Gisborne Region,Beef cattle,3772928.584,number,Kilograms of nitrogen leached,
1993,Gisborne,Gisborne Region,Beef cattle,3702634.586,number,Kilograms of nitrogen leached,
1994,Gisborne,Gisborne Region,Beef cattle,3865443.846,number,Kilograms of nitrogen leached,
1995,Gisborne,Gisborne Region,Beef cattle,4002665.65,number,Kilograms of nitrogen leached,
1996,Gisborne,Gisborne Region,Beef cattle,4000663.536,number,Kilograms of nitrogen leached,
1997,Gisborne,Gisborne Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1998,Gisborne,Gisborne Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1999,Gisborne,Gisborne Region,Beef cattle,3087611.607,number,Kilograms of nitrogen leached,
2000,Gisborne,Gisborne Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2001,Gisborne,Gisborne Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2002,Gisborne,Gisborne Region,Beef cattle,3408246.843,number,Kilograms of nitrogen leached,
2003,Gisborne,Gisborne Region,Beef cattle,3849261.925,number,Kilograms of nitrogen leached,
2004,Gisborne,Gisborne Region,Beef cattle,3758649.772,number,Kilograms of nitrogen leached,
2005,Gisborne,Gisborne Region,Beef cattle,3307558.116,number,Kilograms of nitrogen leached,
2006,Gisborne,Gisborne Region,Beef cattle,3355740.857,number,Kilograms of nitrogen leached,
2007,Gisborne,Gisborne Region,Beef cattle,3160435.749,number,Kilograms of nitrogen leached,
2008,Gisborne,Gisborne Region,Beef cattle,3158048.613,number,Kilograms of nitrogen leached,
2009,Gisborne,Gisborne Region,Beef cattle,2746383.2,number,Kilograms of nitrogen leached,
2010,Gisborne,Gisborne Region,Beef cattle,2882966.968,number,Kilograms of nitrogen leached,
2011,Gisborne,Gisborne Region,Beef cattle,2992357.189,number,Kilograms of nitrogen leached,
2012,Gisborne,Gisborne Region,Beef cattle,2943756.425,number,Kilograms of nitrogen leached,
2013,Gisborne,Gisborne Region,Beef cattle,2865178.956,number,Kilograms of nitrogen leached,
2014,Gisborne,Gisborne Region,Beef cattle,3052497.61,number,Kilograms of nitrogen leached,
2015,Gisborne,Gisborne Region,Beef cattle,2693239.177,number,Kilograms of nitrogen leached,
2016,Gisborne,Gisborne Region,Beef cattle,2676155.205,number,Kilograms of nitrogen leached,
2017,Gisborne,Gisborne Region,Beef cattle,2719772.686,number,Kilograms of nitrogen leached,
1990,Gisborne,Gisborne Region,Dairy cattle,76235.74423,number,Kilograms of nitrogen leached,
1991,Gisborne,Gisborne Region,Dairy cattle,79843.56649,number,Kilograms of nitrogen leached,
1992,Gisborne,Gisborne Region,Dairy cattle,67441.67747,number,Kilograms of nitrogen leached,
1993,Gisborne,Gisborne Region,Dairy cattle,86157.25545,number,Kilograms of nitrogen leached,
1994,Gisborne,Gisborne Region,Dairy cattle,127626.7124,number,Kilograms of nitrogen leached,
1995,Gisborne,Gisborne Region,Dairy cattle,143943.9086,number,Kilograms of nitrogen leached,
1996,Gisborne,Gisborne Region,Dairy cattle,187586.2585,number,Kilograms of nitrogen leached,
1997,Gisborne,Gisborne Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1998,Gisborne,Gisborne Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1999,Gisborne,Gisborne Region,Dairy cattle,118176.678,number,Kilograms of nitrogen leached,
2000,Gisborne,Gisborne Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2001,Gisborne,Gisborne Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2002,Gisborne,Gisborne Region,Dairy cattle,256913.8431,number,Kilograms of nitrogen leached,
2003,Gisborne,Gisborne Region,Dairy cattle,142857.4621,number,Kilograms of nitrogen leached,
2004,Gisborne,Gisborne Region,Dairy cattle,147592.7288,number,Kilograms of nitrogen leached,
2005,Gisborne,Gisborne Region,Dairy cattle,152307.4965,number,Kilograms of nitrogen leached,
2006,Gisborne,Gisborne Region,Dairy cattle,157042.7633,number,Kilograms of nitrogen leached,
2007,Gisborne,Gisborne Region,Dairy cattle,161757.531,number,Kilograms of nitrogen leached,
2008,Gisborne,Gisborne Region,Dairy cattle,336839.4055,number,Kilograms of nitrogen leached,
2009,Gisborne,Gisborne Region,Dairy cattle,240309.6611,number,Kilograms of nitrogen leached,
2010,Gisborne,Gisborne Region,Dairy cattle,215956.8608,number,Kilograms of nitrogen leached,
2011,Gisborne,Gisborne Region,Dairy cattle,365005.018,number,Kilograms of nitrogen leached,
2012,Gisborne,Gisborne Region,Dairy cattle,350430.236,number,Kilograms of nitrogen leached,
2013,Gisborne,Gisborne Region,Dairy cattle,396286.4769,number,Kilograms of nitrogen leached,
2014,Gisborne,Gisborne Region,Dairy cattle,310621.1972,number,Kilograms of nitrogen leached,
2015,Gisborne,Gisborne Region,Dairy cattle,211980.0568,number,Kilograms of nitrogen leached,
2016,Gisborne,Gisborne Region,Dairy cattle,244962.9319,number,Kilograms of nitrogen leached,
2017,Gisborne,Gisborne Region,Dairy cattle,192834,number,Kilograms of nitrogen leached,
1990,Gisborne,Gisborne Region,Deer,47167.76926,number,Kilograms of nitrogen leached,
1991,Gisborne,Gisborne Region,Deer,53460.66077,number,Kilograms of nitrogen leached,
1992,Gisborne,Gisborne Region,Deer,50414.73604,number,Kilograms of nitrogen leached,
1993,Gisborne,Gisborne Region,Deer,52259.91648,number,Kilograms of nitrogen leached,
1994,Gisborne,Gisborne Region,Deer,63218.0851,number,Kilograms of nitrogen leached,
1995,Gisborne,Gisborne Region,Deer,59293.63416,number,Kilograms of nitrogen leached,
1996,Gisborne,Gisborne Region,Deer,61067.21058,number,Kilograms of nitrogen leached,
1997,Gisborne,Gisborne Region,Deer,0,number,Kilograms of nitrogen leached,
1998,Gisborne,Gisborne Region,Deer,0,number,Kilograms of nitrogen leached,
1999,Gisborne,Gisborne Region,Deer,69161.21852,number,Kilograms of nitrogen leached,
2000,Gisborne,Gisborne Region,Deer,0,number,Kilograms of nitrogen leached,
2001,Gisborne,Gisborne Region,Deer,0,number,Kilograms of nitrogen leached,
2002,Gisborne,Gisborne Region,Deer,70921.02494,number,Kilograms of nitrogen leached,
2003,Gisborne,Gisborne Region,Deer,87618.53092,number,Kilograms of nitrogen leached,
2004,Gisborne,Gisborne Region,Deer,104316.0369,number,Kilograms of nitrogen leached,
2005,Gisborne,Gisborne Region,Deer,83669.29398,number,Kilograms of nitrogen leached,
2006,Gisborne,Gisborne Region,Deer,75754.29609,number,Kilograms of nitrogen leached,
2007,Gisborne,Gisborne Region,Deer,73515.29356,number,Kilograms of nitrogen leached,
2008,Gisborne,Gisborne Region,Deer,64060.8093,number,Kilograms of nitrogen leached,
2009,Gisborne,Gisborne Region,Deer,62088.94483,number,Kilograms of nitrogen leached,
2010,Gisborne,Gisborne Region,Deer,41566.13193,number,Kilograms of nitrogen leached,
2011,Gisborne,Gisborne Region,Deer,47357.79531,number,Kilograms of nitrogen leached,
2012,Gisborne,Gisborne Region,Deer,47707.55339,number,Kilograms of nitrogen leached,
2013,Gisborne,Gisborne Region,Deer,51866.09439,number,Kilograms of nitrogen leached,
2014,Gisborne,Gisborne Region,Deer,49216.74575,number,Kilograms of nitrogen leached,
2015,Gisborne,Gisborne Region,Deer,35595.4585,number,Kilograms of nitrogen leached,
2016,Gisborne,Gisborne Region,Deer,23017.9375,number,Kilograms of nitrogen leached,
2017,Gisborne,Gisborne Region,Deer,32659.6938,number,Kilograms of nitrogen leached,
1990,Gisborne,Gisborne Region,Sheep,2960261.549,number,Kilograms of nitrogen leached,
1991,Gisborne,Gisborne Region,Sheep,2867115.88,number,Kilograms of nitrogen leached,
1992,Gisborne,Gisborne Region,Sheep,2822678.32,number,Kilograms of nitrogen leached,
1993,Gisborne,Gisborne Region,Sheep,2678028.073,number,Kilograms of nitrogen leached,
1994,Gisborne,Gisborne Region,Sheep,2708142.312,number,Kilograms of nitrogen leached,
1995,Gisborne,Gisborne Region,Sheep,2715035.605,number,Kilograms of nitrogen leached,
1996,Gisborne,Gisborne Region,Sheep,2653723.284,number,Kilograms of nitrogen leached,
1997,Gisborne,Gisborne Region,Sheep,0,number,Kilograms of nitrogen leached,
1998,Gisborne,Gisborne Region,Sheep,0,number,Kilograms of nitrogen leached,
1999,Gisborne,Gisborne Region,Sheep,2084720.009,number,Kilograms of nitrogen leached,
2000,Gisborne,Gisborne Region,Sheep,0,number,Kilograms of nitrogen leached,
2001,Gisborne,Gisborne Region,Sheep,0,number,Kilograms of nitrogen leached,
2002,Gisborne,Gisborne Region,Sheep,2177249.858,number,Kilograms of nitrogen leached,
2003,Gisborne,Gisborne Region,Sheep,2424096.381,number,Kilograms of nitrogen leached,
2004,Gisborne,Gisborne Region,Sheep,2395504.19,number,Kilograms of nitrogen leached,
2005,Gisborne,Gisborne Region,Sheep,2226371.538,number,Kilograms of nitrogen leached,
2006,Gisborne,Gisborne Region,Sheep,2377496.321,number,Kilograms of nitrogen leached,
2007,Gisborne,Gisborne Region,Sheep,2366687.71,number,Kilograms of nitrogen leached,
2008,Gisborne,Gisborne Region,Sheep,2177629.722,number,Kilograms of nitrogen leached,
2009,Gisborne,Gisborne Region,Sheep,2007370.444,number,Kilograms of nitrogen leached,
2010,Gisborne,Gisborne Region,Sheep,2061097.16,number,Kilograms of nitrogen leached,
2011,Gisborne,Gisborne Region,Sheep,1966753.56,number,Kilograms of nitrogen leached,
2012,Gisborne,Gisborne Region,Sheep,2006009.158,number,Kilograms of nitrogen leached,
2013,Gisborne,Gisborne Region,Sheep,1949073.696,number,Kilograms of nitrogen leached,
2014,Gisborne,Gisborne Region,Sheep,2077283.499,number,Kilograms of nitrogen leached,
2015,Gisborne,Gisborne Region,Sheep,1908941.69,number,Kilograms of nitrogen leached,
2016,Gisborne,Gisborne Region,Sheep,1964375.847,number,Kilograms of nitrogen leached,
2017,Gisborne,Gisborne Region,Sheep,1830663.857,number,Kilograms of nitrogen leached,
1990,Hawke's Bay,Hawke's Bay Region,Beef cattle,4358422.052,number,Kilograms of nitrogen leached,
1991,Hawke's Bay,Hawke's Bay Region,Beef cattle,4581026.067,number,Kilograms of nitrogen leached,
1992,Hawke's Bay,Hawke's Bay Region,Beef cattle,4874653.742,number,Kilograms of nitrogen leached,
1993,Hawke's Bay,Hawke's Bay Region,Beef cattle,5282157.854,number,Kilograms of nitrogen leached,
1994,Hawke's Bay,Hawke's Bay Region,Beef cattle,5330006.553,number,Kilograms of nitrogen leached,
1995,Hawke's Bay,Hawke's Bay Region,Beef cattle,5385267.569,number,Kilograms of nitrogen leached,
1996,Hawke's Bay,Hawke's Bay Region,Beef cattle,5341201.497,number,Kilograms of nitrogen leached,
1997,Hawke's Bay,Hawke's Bay Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1998,Hawke's Bay,Hawke's Bay Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1999,Hawke's Bay,Hawke's Bay Region,Beef cattle,5526132.18,number,Kilograms of nitrogen leached,
2000,Hawke's Bay,Hawke's Bay Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2001,Hawke's Bay,Hawke's Bay Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2002,Hawke's Bay,Hawke's Bay Region,Beef cattle,5668730.071,number,Kilograms of nitrogen leached,
2003,Hawke's Bay,Hawke's Bay Region,Beef cattle,5856474.785,number,Kilograms of nitrogen leached,
2004,Hawke's Bay,Hawke's Bay Region,Beef cattle,6248675.062,number,Kilograms of nitrogen leached,
2005,Hawke's Bay,Hawke's Bay Region,Beef cattle,5388591.386,number,Kilograms of nitrogen leached,
2006,Hawke's Bay,Hawke's Bay Region,Beef cattle,5391609.331,number,Kilograms of nitrogen leached,
2007,Hawke's Bay,Hawke's Bay Region,Beef cattle,4469474.264,number,Kilograms of nitrogen leached,
2008,Hawke's Bay,Hawke's Bay Region,Beef cattle,5030516.316,number,Kilograms of nitrogen leached,
2009,Hawke's Bay,Hawke's Bay Region,Beef cattle,4447461.619,number,Kilograms of nitrogen leached,
2010,Hawke's Bay,Hawke's Bay Region,Beef cattle,4630954.701,number,Kilograms of nitrogen leached,
2011,Hawke's Bay,Hawke's Bay Region,Beef cattle,4976417.617,number,Kilograms of nitrogen leached,
2012,Hawke's Bay,Hawke's Bay Region,Beef cattle,4802304.634,number,Kilograms of nitrogen leached,
2013,Hawke's Bay,Hawke's Bay Region,Beef cattle,4422594.162,number,Kilograms of nitrogen leached,
2014,Hawke's Bay,Hawke's Bay Region,Beef cattle,4502192.456,number,Kilograms of nitrogen leached,
2015,Hawke's Bay,Hawke's Bay Region,Beef cattle,4505699.797,number,Kilograms of nitrogen leached,
2016,Hawke's Bay,Hawke's Bay Region,Beef cattle,4433493.429,number,Kilograms of nitrogen leached,
2017,Hawke's Bay,Hawke's Bay Region,Beef cattle,4294076.615,number,Kilograms of nitrogen leached,
1990,Hawke's Bay,Hawke's Bay Region,Dairy cattle,259283.6153,number,Kilograms of nitrogen leached,
1991,Hawke's Bay,Hawke's Bay Region,Dairy cattle,271546.5117,number,Kilograms of nitrogen leached,
1992,Hawke's Bay,Hawke's Bay Region,Dairy cattle,327917.5135,number,Kilograms of nitrogen leached,
1993,Hawke's Bay,Hawke's Bay Region,Dairy cattle,361084.816,number,Kilograms of nitrogen leached,
1994,Hawke's Bay,Hawke's Bay Region,Dairy cattle,607530.7117,number,Kilograms of nitrogen leached,
1995,Hawke's Bay,Hawke's Bay Region,Dairy cattle,593121.8084,number,Kilograms of nitrogen leached,
1996,Hawke's Bay,Hawke's Bay Region,Dairy cattle,687833.5222,number,Kilograms of nitrogen leached,
1997,Hawke's Bay,Hawke's Bay Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1998,Hawke's Bay,Hawke's Bay Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1999,Hawke's Bay,Hawke's Bay Region,Dairy cattle,859399.1068,number,Kilograms of nitrogen leached,
